Model,Features,Constraints,UVL2Logic Time (s),Variables,Clauses,fastOrder Time (s),Logic2BDD Time (s),BDD Nodes,Configurations,Info
systems_software-BusyBox-Pett2021-2009-08-21_14-40-29,596,649,1.7323e-06,596,1245,0.0597,0.1324,86609,1.35e134,
systems_software-uClibc-Pett2023-2009-10-08_16-56-33,242,1730,2.1998e-06,242,1972,0.0881,0.1614,9020,3.22e25,
security-CVE-VarelaVaca2020-2015-9298,143,122,1.4007e-06,143,138,3.9977,4.1712,453,520,
security-CVE-VarelaVaca2020-2015-7212,350,810,1.8515e-06,350,839,0.3095,1.1677,2092,5744,
security-CVE-VarelaVaca2020-2016-2838,356,882,2.1271e-06,356,902,0.3206,1.2591,1955,5804,
systems_software-Fiasco-Pett2023-2019-01-07_10-47-04,242,1337,1.4734e-06,242,1579,0.0876,0.9194,10643,1.66e8,
security-CVE-VarelaVaca2020-2012-3993,422,501,1.4137e-06,422,530,0.234,0.4101,2086,2052,
security-CVE-VarelaVaca2020-2014-1543,262,438,1.5926e-06,262,454,33.4649,33.7129,958,1056,
text-xtext-Mendonca2009,137,1,1.2517e-06,137,138,0.0179,0.0301,258,1.31e23,
systems_software-uClibc-Pett2023-2012-01-26_15-26-47,246,1317,1.3597e-06,246,1563,0.0733,0.1112,7010,7.13e28,
security-CVE-VarelaVaca2020-2009-3075,118,97,1.4398e-06,118,111,2.0105,2.0211,283,428,
systems_software-uClibc-Pett2023-2017-06-23_23-46-04,234,1325,1.6242e-06,234,1559,0.0811,0.1409,34106,2.86e26,
security-CVE-VarelaVaca2020-2012-1937,162,87,1.3635e-06,162,111,0.0489,0.0611,745,692,
security-CVE-VarelaVaca2020-2008-1236,154,121,1.1921e-06,154,143,0.0469,0.0643,583,556,
security-CVE-VarelaVaca2020-2014-1591,127,95,1.5870e-06,127,111,0.057,0.0658,415,812,
security-CVE-VarelaVaca2020-2016-1963,333,830,1.3169e-06,333,848,83.0771,83.5228,1314,5720,
security-CVE-VarelaVaca2020-2012-5838,493,545,1.5888e-06,493,597,0.2877,0.4335,3213,2260,
systems_software-soletta-Pett2023-2016-04-26_15-48-10,395,1556,1.5590e-06,395,1951,0.0957,7.1308,118865,2.57e41,
security-CVE-VarelaVaca2020-2013-5610,413,530,1.6727e-06,413,580,0.2697,0.5912,2489,1844,
security-CVE-VarelaVaca2020-2017-6817,441,414,1.4156e-06,441,432,0.5005,2.8691,1943,2452,
security-CVE-VarelaVaca2020-2012-4205,466,541,1.5106e-06,466,589,0.2827,0.4183,2848,2172,
security-CVE-VarelaVaca2020-2017-14721,456,434,1.5516e-06,456,448,272.9977,273.806,1389,2564,
security-CVE-VarelaVaca2020-2011-3004,107,72,1.3784e-06,107,90,0.0347,0.0511,319,400,
security-CVE-VarelaVaca2020-2002-2437,309,264,1.4771e-06,309,286,0.1139,0.2069,1495,1220,
security-CVE-VarelaVaca2020-2015-4520,327,551,1.5385e-06,327,569,0.2688,0.9619,1132,1308,
security-CVE-VarelaVaca2020-2017-9061,443,416,1.9539e-06,443,434,0.5296,2.6395,1757,2468,
security-CVE-VarelaVaca2020-2015-2709,312,510,1.3057e-06,312,537,0.2409,0.7505,1356,1212,
systems_software-soletta-Pett2023-2015-06-26_23-04-41,114,198,1.3076e-06,114,312,0.0216,0.0322,410,3.05e17,
systems_software-cdl_linux-Berger2013,1233,3154,1.9930e-06,1233,4387,0.536,Timeout,,,
security-CVE-VarelaVaca2020-2015-2711,302,507,1.5385e-06,302,527,0.2134,0.7663,1255,1200,
systems_software-ToyBox-Oh2020-0_7_5,317,108,1.3858e-06,317,425,0.0203,0.0317,119,1.05e86,
security-CVE-VarelaVaca2020-2015-7175,327,551,1.9781e-06,327,569,0.2452,0.9426,1290,1308,
systems_software-soletta-Pett2023-2015-06-26_18-38-56,114,192,1.5125e-06,114,306,0.0211,0.0329,286,3.05e17,
security-CVE-VarelaVaca2020-2014-1498,405,531,1.6075e-06,405,576,0.2507,0.6357,1687,1856,
security-CVE-VarelaVaca2020-2012-4179,488,532,1.6596e-06,488,593,0.2408,0.3919,3468,2164,
systems_software-BusyBox-Pett2021-2008-02-18_23-24-46,537,570,1.4901e-06,537,1107,0.0511,0.1785,87181,2.70e124,
systems_software-soletta-Pett2023-2016-05-04_14-10-08,402,1576,1.5441e-06,402,1978,0.1016,12.7865,172320,1.68e43,
security-CVE-VarelaVaca2020-2012-0464,363,294,1.4734e-06,363,320,0.1413,0.2817,1570,1596,
systems_software-cerf-Berger2013,1277,3910,1.6820e-06,1277,5187,0.7707,Timeout,,,
security-CVE-VarelaVaca2020-2014-1590,600,716,1.2796e-06,600,742,0.4501,1.1187,2446,3036,
security-CVE-VarelaVaca2020-2010-0182,248,207,1.4920e-06,248,229,0.0808,0.1297,1010,960,
security-CVE-VarelaVaca2020-2016-4567,463,366,1.3225e-06,463,383,0.4199,2.1053,1584,2476,
systems_software-soletta-Pett2023-2015-09-11_12-22-47,251,762,1.3132e-06,251,1013,0.0403,0.0325,2338,4.61e31,
security-CVE-VarelaVaca2020-2019-19981,136,1,1.1157e-06,136,15,4.2122,4.2725,257,492,
systems_software-BusyBox-Pett2021-2009-03-31_23-41-53,575,615,2.1532e-06,575,1190,0.0574,0.7447,6165,2.07e130,
systems_software-soletta-Pett2023-2015-08-21_15-12-03,227,707,1.4268e-06,227,934,0.042,0.0476,1222,3.40e24,
systems_software-BusyBox-Pett2021-2008-08-17_14-17-48,548,602,1.3243e-06,548,1150,0.0511,0.0939,23599,9.53e124,
systems_software-BusyBox-Pett2021-2009-05-19_17-36-16,583,629,1.3895e-06,583,1212,0.0629,0.2039,157113,9.45e131,
security-CVE-VarelaVaca2020-2015-0819,304,497,1.4510e-06,304,522,0.2055,0.7311,1188,1184,
security-CVE-VarelaVaca2020-2014-1530,592,678,1.8422e-06,592,741,0.4388,0.92,3580,2832,
security-CVE-VarelaVaca2020-2015-0811,308,505,1.5516e-06,308,530,0.2093,0.741,1390,1200,
security-CVE-VarelaVaca2020-2012-1961,165,87,1.3243e-06,165,111,0.0489,0.0654,626,716,
security-CVE-VarelaVaca2020-2015-9312,108,1,1.3281e-06,108,15,1.8082,1.8452,201,380,
security-CVE-VarelaVaca2020-2015-7185,325,806,1.5534e-06,325,826,74.0312,74.2413,1270,5416,
systems_software-moab-Knüppel2017,1291,917,1.6112e-06,1291,2189,0.6736,Timeout,,,
security-CVE-VarelaVaca2020-2014-1505,591,672,1.3895e-06,591,741,0.3985,0.8704,4165,2792,
security-CVE-VarelaVaca2020-2010-3770,193,164,1.6019e-06,193,183,0.0737,0.1385,667,712,
security-CVE-VarelaVaca2020-2017-2216,176,1,1.1176e-06,176,15,9.4824,9.6789,337,652,
systems_software-soletta-Pett2023-2016-02-23_15-54-03,355,1171,1.5832e-06,355,1526,0.0543,0.107,29177,9.97e39,
systems_software-olpch2294-Knüppel2017,1274,890,1.4175e-06,1274,2147,0.6578,Timeout,,,
systems_software-soletta-Pett2023-2015-11-18_16-36-18,306,985,1.3951e-06,306,1291,0.0547,0.0623,3932,6.05e35,
security-CVE-VarelaVaca2020-2015-5622,307,281,1.7881e-06,307,299,0.3255,0.8974,1083,1760,
systems_software-BusyBox-Pett2021-2008-11-14_21-18-45,570,596,1.7267e-06,570,1166,0.0573,0.1866,167393,3.88e129,
security-CVE-VarelaVaca2020-2011-2985,175,131,1.6559e-06,175,153,0.0597,0.1027,576,712,
systems_software-uClibc-Pett2023-2016-11-03_20-37-48,238,1237,1.8161e-06,238,1475,0.0801,0.164,96713,3.11e28,
systems_software-phycore-Berger2013,1275,3852,1.5516e-06,1275,5127,0.8305,Timeout,,,
systems_software-uClibc-Pett2023-2016-06-19_17-52-51,234,1172,1.6484e-06,234,1406,0.0725,0.188,8212,2.56e28,
security-CVE-VarelaVaca2020-2019-16251,1144,435,1.5795e-06,1144,611,0.5159,0.3956,17498,5644,
security-CVE-VarelaVaca2020-2009-3079,119,98,1.1753e-06,119,112,1.9545,2.0003,285,432,
security-CVE-VarelaVaca2020-2019-11185,152,1,1.7602e-06,152,15,5.6835,5.8106,289,556,
systems_software-BusyBox-Pett2021-2009-02-18_13-23-46,574,615,1.8887e-06,574,1189,0.0642,0.2023,161393,1.03e130,
security-CVE-VarelaVaca2020-2013-0755,518,576,1.6131e-06,518,628,0.2764,0.5367,3150,2396,
systems_software-soletta-Pett2023-2016-02-12_17-39-52,347,1129,1.3411e-06,347,1476,0.0548,0.0787,8908,2.25e39,
security-CVE-VarelaVaca2020-2012-1974,487,525,1.2256e-06,487,591,0.2615,0.3981,4259,2092,
security-CVE-VarelaVaca2020-2016-2808,353,840,1.4920e-06,353,860,0.3046,1.1538,1901,5792,
security-CVE-VarelaVaca2020-2012-4185,484,531,1.5572e-06,484,589,0.2601,0.4061,3903,2160,
security-CVE-VarelaVaca2020-2011-0059,195,167,1.4361e-06,195,185,0.0753,0.1148,678,724,
security-CVE-VarelaVaca2020-2012-4216,514,550,1.4864e-06,514,614,0.3124,0.4615,4036,2296,
security-CVE-VarelaVaca2020-2011-2373,318,266,1.7937e-06,318,288,0.1176,0.2148,1169,1268,
security-CVE-VarelaVaca2020-2015-0828,299,494,1.3839e-06,299,517,0.2436,0.7254,1500,1176,
systems_software-atlas_mips64_5kc-Knüppel2017,1222,857,1.5032e-06,1222,2062,0.6739,Timeout,,,
systems_software-ref4955-Berger2013,1219,3099,1.4845e-06,1219,4318,0.5231,Timeout,,,
systems_software-BusyBox-Pett2021-2008-02-22_22-24-48,549,583,2.2221e-06,549,1132,0.0527,0.0896,24035,1.22e127,
systems_software-BusyBox-Pett2021-2008-01-18_20-41-24,491,524,1.3318e-06,491,1015,0.0516,0.1636,104918,8.12e111,
security-CVE-VarelaVaca2020-2009-2663,122,103,1.6037e-06,122,117,2.2112,2.3126,290,444,
security-CVE-VarelaVaca2020-2012-5843,493,545,1.8608e-06,493,597,0.2512,0.4557,2938,2260,
security-CVE-VarelaVaca2020-2011-0056,195,167,1.4435e-06,195,185,0.08,0.1416,620,724,
security-CVE-VarelaVaca2020-2012-0479,157,85,1.5534e-06,157,109,0.047,0.0595,579,660,
security-CVE-VarelaVaca2020-2009-2336,101,60,1.4380e-06,101,76,0.0367,0.0525,433,588,
security-CVE-VarelaVaca2020-2019-13940,114,48,1.4771e-06,114,115,0.0525,0.0609,469,200,
systems_software-atlas_mips32_4kc-Knüppel2017,1229,859,1.4212e-06,1229,2071,0.5102,Timeout,,,
security-CVE-VarelaVaca2020-2014-1506,268,624,1.8980e-06,268,648,0.2249,0.533,1152,4908,
security-CVE-VarelaVaca2020-2016-1955,346,833,1.2927e-06,346,860,0.3476,1.0353,1786,5736,
security-CVE-VarelaVaca2020-2015-7190,371,846,1.8980e-06,371,870,74.0348,73.3208,1716,144736,
security-CVE-VarelaVaca2020-2011-2363,306,264,1.4603e-06,306,286,0.1151,0.2095,1251,1212,
security-CVE-VarelaVaca2020-2019-20203,279,263,1.5739e-06,279,279,51.8952,53.0072,672,1052,
security-CVE-VarelaVaca2020-2014-1553,280,448,1.2685e-06,280,474,0.2045,0.5595,965,1088,
systems_software-BusyBox-Pett2021-2007-06-08_08-02-53,443,467,1.5162e-06,443,910,0.0479,0.1145,48516,3.46e102,
systems_software-integrator_arm9-Knüppel2017,1281,907,1.3392e-06,1281,2166,0.565,Timeout,,,
systems_software-asb-Knüppel2017,1244,851,1.4361e-06,1244,2078,0.5926,Timeout,,,
security-CVE-VarelaVaca2020-2015-3438,273,246,1.6540e-06,273,264,0.195,0.7228,1779,1592,
systems_software-BusyBox-Pett2021-2010-01-23_23-37-52,615,673,1.9539e-06,615,1288,0.0647,0.9768,13739,2.42e138,
security-CVE-VarelaVaca2020-2011-2987,203,160,1.3281e-06,203,182,0.0665,0.1095,839,808,
security-CVE-VarelaVaca2020-2012-5830,514,877,2.0210e-06,514,944,0.3018,0.5225,4120,3008,
security-CVE-VarelaVaca2020-2020-6826,475,1250,1.5777e-06,475,1268,287.8928,287.6928,2328,9000,
systems_software-soletta-Pett2023-2015-07-06_18-41-52,114,214,1.3262e-06,114,328,0.0234,0.0329,180,9.29e19,
security-CVE-VarelaVaca2020-2012-1954,165,87,1.6112e-06,165,111,0.049,0.0665,624,716,
security-CVE-VarelaVaca2020-2018-0585,207,1,1.6838e-06,207,15,17.1308,17.2987,399,776,
security-CVE-VarelaVaca2020-2019-9913,145,1,1.2368e-06,145,15,4.7854,4.8358,275,528,
security-CVE-VarelaVaca2020-2016-10869,127,1,1.4920e-06,127,15,3.2424,3.2666,239,456,
security-CVE-VarelaVaca2020-2008-5510,102,64,1.4585e-06,102,95,0.0282,0.0371,457,292,
security-CVE-VarelaVaca2020-2015-4513,331,557,1.4696e-06,331,575,0.2579,0.975,1294,1324,
security-CVE-VarelaVaca2020-2018-9034,157,141,1.4938e-06,157,158,5.7726,5.8428,369,560,
systems_software-am31_sim-Knüppel2017,1178,819,1.8831e-06,1178,1980,0.5465,Timeout,,,
security-CVE-VarelaVaca2020-2012-0473,157,85,1.4640e-06,157,109,0.0471,0.0597,577,660,
systems_software-jmr3904-Knüppel2017,1212,843,1.8608e-06,1212,2038,0.8202,Timeout,,,
systems_software-uClibc-Pett2023-2020-10-02_19-10-36,235,1669,1.7136e-06,235,1904,0.0977,0.1707,15747,3.08e25,
security-CVE-VarelaVaca2020-2020-13864,293,467,1.4622e-06,293,485,54.9023,56.1267,955,1448,
security-CVE-VarelaVaca2020-2019-6726,105,1,1.3728e-06,105,15,1.728,1.6667,195,368,
security-CVE-VarelaVaca2020-2009-1305,119,82,1.3895e-06,119,102,0.0391,0.0522,412,424,
security-CVE-VarelaVaca2020-2012-5839,509,549,1.4231e-06,509,610,0.2882,0.4712,3803,2288,
security-CVE-VarelaVaca2020-2018-10101,483,456,1.7937e-06,483,474,0.6038,3.7928,1914,2696,
systems_software-asb2305-Knüppel2017,1255,857,1.5013e-06,1255,2095,0.8404,Timeout,,,
systems_software-soletta-Pett2023-2016-02-23_14-28-02,352,1150,1.3616e-06,352,1502,0.0586,0.0682,16498,4.93e39,
systems_software-integrator_arm7-Berger2013,1260,3939,1.8533e-06,1260,5199,0.7841,Timeout,,,
security-CVE-VarelaVaca2020-2009-1309,114,93,2.1569e-06,114,107,0.0494,0.0814,322,412,
systems_software-BusyBox-Pett2021-2008-08-29_08-37-07,546,601,1.3970e-06,546,1147,0.0542,0.0965,14223,3.71e124,
systems_software-ceb_v850-Berger2013,1190,3025,1.5069e-06,1190,4215,0.5721,Timeout,,,
security-CVE-VarelaVaca2020-2012-4180,488,532,2.2091e-06,488,593,0.2916,0.3858,3491,2164,
systems_software-excalibur_arm9-Berger2013,1234,50538,1.9111e-06,1234,51772,68.9811,Timeout,,,
security-CVE-VarelaVaca2020-2014-1527,273,625,2.3954e-06,273,652,0.2043,0.5519,1108,5188,
systems_software-BusyBox-Pett2021-2007-08-02_22-23-47,459,486,1.3169e-06,459,945,0.0514,0.082,24404,7.09e105,
systems_software-BusyBox-Pett2021-2008-02-19_11-26-28,538,571,1.3672e-06,538,1109,0.0536,0.1548,74509,4.73e124,
systems_software-BusyBox-Pett2021-2008-08-05_13-10-34,548,602,1.9204e-06,548,1150,0.053,0.1076,52232,9.53e124,
security-CVE-VarelaVaca2020-2019-11753,597,1854,1.7062e-06,597,1880,1.1344,3.9976,3157,16832,
systems_software-BusyBox-Pett2021-2008-08-09_16-15-14,548,602,1.2890e-06,548,1150,0.0536,0.0847,11200,9.53e124,
security-CVE-VarelaVaca2020-2012-3972,487,525,1.4361e-06,487,591,0.2717,0.4096,3997,2092,
security-CVE-VarelaVaca2020-2020-28033,546,522,1.3541e-06,546,536,550.4566,501.0862,1663,3060,
systems_software-BusyBox-Pett2021-2008-10-26_00-24-38,561,581,1.4640e-06,561,1142,0.0555,0.1222,19392,9.02e127,
security-CVE-VarelaVaca2020-2009-3987,170,137,1.2461e-06,170,155,0.0596,0.1057,510,628,
systems_software-Fiasco-Pett2023-2019-01-11_10-36-57,242,1338,1.1194e-06,242,1580,0.0844,0.9189,10621,1.52e8,
security-CVE-VarelaVaca2020-2015-7178,334,805,1.5870e-06,334,829,0.2966,0.997,1631,7608,
systems_software-sh7708-Knüppel2017,1267,876,1.3057e-06,1267,2120,0.7469,Timeout,,,
security-CVE-VarelaVaca2020-2020-28034,546,522,1.9241e-06,546,536,491.3219,494.1788,1678,3060,
systems_software-uClibc-Pett2023-2018-03-12_20-11-14,234,1481,1.2964e-06,234,1715,0.0884,0.1554,21538,5.78e25,
security-CVE-VarelaVaca2020-2013-5598,247,404,1.6876e-06,247,422,0.1495,0.4611,1118,968,
security-CVE-VarelaVaca2020-2016-1966,543,1002,1.5460e-06,543,1033,0.4797,1.5434,2830,6832,
security-CVE-VarelaVaca2020-2014-1558,415,578,1.5199e-06,415,598,0.3081,0.8577,2038,1944,
security-CVE-VarelaVaca2020-2011-2365,127,89,1.2852e-06,127,105,0.048,0.0809,450,508,
security-CVE-VarelaVaca2020-2016-10911,120,1,1.3560e-06,120,15,2.5742,2.7213,225,428,
security-CVE-VarelaVaca2020-2009-0652,180,147,1.4398e-06,180,169,0.0548,0.0767,703,664,
security-CVE-VarelaVaca2020-2009-0356,108,87,1.3802e-06,108,101,0.0447,0.0784,302,388,
systems_software-soletta-Pett2023-2016-04-07_13-31-03,388,1528,1.7434e-06,388,1916,0.1045,12.6451,49774,6.26e39,
systems_software-p2106-Berger2013,1250,3824,1.3318e-06,1250,5074,0.6292,Timeout,,,
systems_software-uClibc-Pett2023-2008-12-31_00-31-38,238,1723,2.7753e-06,238,1961,0.0937,0.157,10543,1.17e25,
systems_software-uClibc-Pett2023-2017-12-31_11-12-07,235,1404,1.7695e-06,235,1639,0.0808,0.1286,10599,1.75e26,
security-CVE-VarelaVaca2020-2009-1839,103,84,1.4789e-06,103,99,1.2111,1.2352,244,360,
systems_software-BusyBox-Pett2021-2009-05-25_04-15-37,583,629,1.3392e-06,583,1212,0.059,0.1768,129241,9.45e131,
security-CVE-VarelaVaca2020-2010-1200,142,95,1.6596e-06,142,115,0.0447,0.0573,460,540,
security-CVE-VarelaVaca2020-2019-17674,522,498,1.8310e-06,522,512,444.2504,476.9988,1825,2964,
security-CVE-VarelaVaca2020-2016-5279,354,893,2.7511e-06,354,911,103.9625,104.481,1259,5804,
systems_software-viper-Knüppel2017,1314,894,1.4082e-06,1314,2191,0.7773,Timeout,,,
systems_software-uClibc-Knüppel2017,313,56,1.7677e-06,313,271,0.0758,0.0802,1563,1.66e40,
security-CVE-VarelaVaca2020-2016-1941,333,822,1.2107e-06,333,842,0.322,1.0514,1669,5712,
security-CVE-VarelaVaca2020-2018-5152,426,1081,1.9614e-06,426,1105,0.5114,2.4888,2351,6064,
systems_software-BusyBox-Pett2021-2010-01-23_00-10-40,614,672,1.5963e-06,614,1286,0.0669,0.2675,172972,1.45e138,
systems_software-soletta-Pett2023-2015-11-06_15-06-34,302,971,1.7099e-06,302,1273,0.0556,0.0634,4337,1.53e35,
systems_software-soletta-Pett2023-2016-05-06_11-38-59,410,1614,1.5274e-06,410,2024,0.1103,4.2716,167012,1.68e43,
security-CVE-VarelaVaca2020-2020-6859,259,1,1.4435e-06,259,15,43.1059,44.1319,503,984,
security-CVE-VarelaVaca2020-2012-0445,123,72,1.2945e-06,123,92,0.0426,0.0515,379,504,
systems_software-soletta-Pett2023-2016-01-29_14-02-27,340,1110,2.2035e-06,340,1450,0.0561,0.0721,7815,1.15e39,
security-CVE-VarelaVaca2020-2010-3775,192,164,1.9073e-06,192,182,0.0718,0.136,664,712,
security-CVE-VarelaVaca2020-2016-5839,388,366,2.2799e-06,388,380,184.3389,162.3897,1197,2188,
systems_software-soletta-Pett2023-2015-12-01_13-54-06,319,1042,1.7360e-06,319,1361,0.0566,0.084,12424,3.30e37,
systems_software-cma230-Knüppel2017,1225,868,1.7155e-06,1225,2076,0.6088,Timeout,,,
systems_software-se7751-Berger2013,1296,3254,2.7530e-06,1296,4550,0.5492,Timeout,,,
security-CVE-VarelaVaca2020-2015-2329,116,94,2.7195e-06,116,110,1.7375,1.7837,368,460,
cloud-multicloud-GonzálezRojas2019,107,14,1.8310e-06,107,66,0.0214,0.0302,3376,3.55e20,
systems_software-Fiasco-Pett2023-2018-08-20_14-36-18,235,1276,1.4137e-06,235,1511,0.0896,0.4275,9883,6.76e7,
security-CVE-VarelaVaca2020-2011-0084,215,150,1.3113e-06,215,170,0.0759,0.1595,840,792,
security-CVE-VarelaVaca2020-2017-14723,456,434,1.5125e-06,456,448,286.901,275.4042,1363,2564,
security-CVE-VarelaVaca2020-2015-2741,322,516,1.5255e-06,322,538,0.3009,0.8237,1385,1272,
security-CVE-VarelaVaca2020-2015-0803,308,505,1.3430e-06,308,530,0.2169,0.7875,1057,1200,
security-CVE-VarelaVaca2020-2019-11740,849,1563,1.3597e-06,849,1589,1.1747,5.0199,4620,10960,
systems_software-hs7729pci-Berger2013,1299,49911,2.2948e-06,1299,51210,68.891,Timeout,,,
security-CVE-VarelaVaca2020-2015-9324,145,1,2.2948e-06,145,15,4.8342,5.0625,275,528,
security-CVE-VarelaVaca2020-2015-0823,306,498,1.2070e-06,306,524,0.23,0.7208,1338,1188,
systems_software-soletta-Pett2023-2015-09-10_16-45-56,251,757,1.4044e-06,251,1008,0.0412,0.0533,3479,4.61e31,
systems_software-Fiasco-Pett2023-2018-12-14_09-41-08,238,1305,1.2722e-06,238,1543,0.085,0.4241,19347,1.57e8,
security-CVE-VarelaVaca2020-2012-3956,482,524,1.9986e-06,482,587,0.2582,0.3682,3994,2084,
security-CVE-VarelaVaca2020-2011-2989,175,131,1.2703e-06,175,153,0.0615,0.0773,586,712,
security-CVE-VarelaVaca2020-2011-3866,247,202,1.7527e-06,247,220,0.0987,0.2097,877,972,
systems_software-ubuntu-Mendonca2009-1204,267,84,1.3430e-06,267,266,0.0537,1.8957,49095,2.27e24,
systems_software-ts1000-Knüppel2017,1310,886,1.8012e-06,1310,2179,0.8787,Timeout,,,
security-CVE-VarelaVaca2020-2019-10270,278,1,1.9502e-06,278,15,55.3223,57.0043,541,1060,
systems_software-Fiasco-Pett2023-2018-02-09_09-07-44,232,1261,1.9241e-06,232,1493,0.078,0.4566,6640,2.12e8,
systems_software-BusyBox-Pett2021-2010-03-15_23-55-26,623,682,1.9316e-06,623,1305,0.0642,0.1251,41287,7.94e139,
systems_software-uClibc-Pett2023-2008-09-25_12-51-24,231,1706,1.3933e-06,231,1937,0.0864,0.127,9218,5.47e23,
security-CVE-VarelaVaca2020-2019-15112,148,1,1.3150e-06,148,15,5.2331,5.3685,281,540,
security-CVE-VarelaVaca2020-2012-3384,113,91,1.5870e-06,113,105,1.6387,1.6617,427,816,
security-CVE-VarelaVaca2020-2018-0590,206,1,1.2275e-06,206,15,18.104,18.2677,397,772,
security-CVE-VarelaVaca2020-2015-0808,308,505,1.3709e-06,308,530,0.1948,0.7915,1273,1200,
systems_software-uClibc-Pett2023-2016-01-25_23-53-18,235,1149,1.4268e-06,235,1384,0.0689,0.1048,642,4.68e19,
systems_software-soletta-Pett2023-2015-08-26_16-01-27,235,729,1.5609e-06,235,964,0.0413,0.0493,2519,2.31e30,
security-CVE-VarelaVaca2020-2015-7188,331,557,1.4529e-06,331,575,0.2513,0.9623,1296,1324,
security-CVE-VarelaVaca2020-2008-0593,114,91,1.3560e-06,114,109,0.0385,0.0557,430,396,
systems_software-uClibc-Pett2023-2018-04-17_18-15-58,233,1480,1.4529e-06,233,1713,0.0919,0.1253,6913,2.89e25,
security-CVE-VarelaVaca2020-2012-0468,145,83,1.3821e-06,145,103,0.0442,0.0589,600,628,
systems_software-BusyBox-Pett2021-2008-03-17_09-25-05,534,568,1.3597e-06,534,1102,0.0535,0.1367,44257,1.11e123,
systems_software-rattler-Knüppel2017,1324,894,1.4435e-06,1324,2201,0.6947,Timeout,,,
security-CVE-VarelaVaca2020-2016-5268,350,881,2.1514e-06,350,899,113.9363,101.9686,1332,5788,
security-CVE-VarelaVaca2020-2013-0745,518,576,2.3413e-06,518,628,0.282,0.4934,3189,2396,
security-CVE-VarelaVaca2020-2012-1963,165,87,1.4100e-06,165,111,0.0481,0.0394,618,716,
security-CVE-VarelaVaca2020-2014-1479,588,667,1.3281e-06,588,738,0.4401,0.8383,3914,2764,
systems_software-XSEngine-Knüppel2017,1273,886,1.4454e-06,1273,2142,0.7939,Timeout,,,
security-CVE-VarelaVaca2020-2009-0776,180,147,2.0061e-06,180,169,0.0543,0.077,732,664,
systems_software-soletta-Pett2023-2015-12-29_18-23-15,331,1092,1.3486e-06,331,1423,0.0573,0.0811,20716,1.95e38,
security-CVE-VarelaVaca2020-2011-2376,245,215,1.8217e-06,245,233,0.0966,0.1884,859,976,
systems_software-BusyBox-Pett2021-2007-05-20_21-51-38,439,463,1.6484e-06,439,902,0.0504,0.0655,8412,2.91e101,
security-CVE-VarelaVaca2020-2013-0236,117,95,1.3560e-06,117,109,1.744,1.806,444,860,
security-CVE-VarelaVaca2020-2019-16521,143,1,1.4044e-06,143,15,4.4886,4.7847,271,520,
security-CVE-VarelaVaca2020-2012-0474,157,85,1.7043e-06,157,109,0.0479,0.0601,579,660,
security-CVE-VarelaVaca2020-2020-5780,151,1,1.8477e-06,151,15,5.4799,5.7644,287,552,
systems_software-BusyBox-Pett2021-2007-06-19_22-22-57,453,479,2.0936e-06,453,932,0.0498,0.0714,15683,3.15e104,
systems_software-se7751-Knüppel2017,1309,883,1.6708e-06,1309,2173,0.5523,Timeout,,,
security-CVE-VarelaVaca2020-2012-3983,443,524,4.8671e-06,443,565,0.2022,0.3997,2273,2064,
systems_software-BusyBox-Pett2021-2009-04-07_20-07-23,575,615,1.7229e-06,575,1190,0.0558,10.1736,2732,2.36e130,
